school,id,semester,urm_status,years_from_phd,repec_owndept,repec_semdept,phd_program,census_region
1e5d74da4bdb45b0d77b9749a9ae11c8,c50fe5a30e71483743c86a260d830f3f,2014-08-01,Non-URM male,2,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,72e118d67a301c38321eb551871a7ff3,2015-08-01,Non-URM male,0,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,a9295cff3ef761d76f04a0fd1cb197eb,2015-08-01,Non-URM male,2,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,c2389577cc865fc0d6a04e0ef4baab00,2016-01-01,Non-URM female,6,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,e084a04ad992813bff66a4b2035fbfb3,2014-08-01,Non-URM male,,1-10,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,92f2efded435e876e71de73036f03b3e,2019-08-01,Non-URM female,6,26-50,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,d646c6f336e1bfa399fa690a62c58bbc,2018-08-01,URM male,0,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,e3240e3c6626696f35f4695983624d7e,2019-08-01,Non-URM male,10,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,c40fee4757620daafc5886c514a98c93,2019-01-01,Non-URM male,17,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,0f80b8eb879b5dba5f48d23fbbd83b8a,2014-08-01,Non-URM male,0,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,aea4764ed87b95f64bd642f13f7ed01c,2015-01-01,Non-URM female,23,1-10,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,f89cc5606517196cc9b1d60c0b41fd8f,2019-01-01,Non-URM male,6,11-25,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,5ff030b6bf18b787e0662e7b1db30acf,2017-01-01,Non-URM male,2,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,89bb0b0559fba10e3ab8677270580eba,2017-08-01,Non-URM female,2,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,aaac1a75792acbd4ec6a72ad4e009a75,2018-08-01,Non-URM male,7,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,5e03aba237e90ffee601b1e168f59608,2017-08-01,Non-URM male,16,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,3fb3b270c05a534f89aaf94f285f4e9b,2017-08-01,Non-URM male,30,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,e2119cfd615fa79cd4d0da3ce1e644bd,2015-01-01,Non-URM male,10,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,4626ff5014ad61a9a75d5a5f59bf86ae,2017-08-01,Non-URM male,12,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,ff68f0d28757e92fe28f52ab6847e6c1,2019-08-01,Non-URM male,5,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,d891bf1aba06a8c8f1386bf71d5ab3e0,2018-08-01,Non-URM female,0,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,9615938d4fe77b394396f792473c92ec,2014-08-01,Non-URM male,4,1-10,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,b49d0798e5e9ace40966ad5c04820ef5,2017-01-01,Non-URM male,26,26-50,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,e5fd852fcf98345268fc3c484098035e,2016-08-01,Non-URM female,4,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,ed884303b037740e2cba3a761f167f1e,2015-08-01,Non-URM male,9,11-25,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,ec60ec724ea5166bc9988f9840d75d0a,2015-08-01,Non-URM male,6,26-50,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,e34477b55c35da70d8914ba4c4fa50f1,2017-08-01,Non-URM female,6,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,d45f1cc3571f5896160d2850a7d91fde,2015-08-01,Non-URM male,4,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,440b311f7166472ba65bd221b7004500,2019-01-01,Non-URM female,2,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,eef61eec285f6c5f4b700fba7e80e66a,2019-08-01,Non-URM male,4,26-50,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,8cf9f9e05f475188c67bda7b48a7492b,2018-08-01,Non-URM male,4,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,e28604172e0bb2948af94992c9e307cb,2015-08-01,Non-URM male,3,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,827815c16fd257c11a2c0e5583556837,2019-01-01,Non-URM male,2,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,4651a215dd019c69454a4b0d38f2e5a3,2019-01-01,Non-URM female,7,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,074f0d5199acba10b59aa7e33a7593a0,2014-08-01,Non-URM male,4,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,12c28db073246c7b9dd0fe57959a10c1,2017-08-01,Non-URM female,18,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,304a4cf5393fe77b52e3b6f564dcdd27,2014-08-01,Non-URM male,1,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,0ed03a1877d12ececea7716fc1826b6c,2016-08-01,Non-URM female,5,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,845bb219783342086ea3d4cfe6e8488f,2014-08-01,Non-URM female,1,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,fd232c495f28e7cae4a087d4cb1728a9,2015-01-01,Non-URM male,28,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,da2f8d9892ccbea2df1465dc1a407881,2016-01-01,Non-URM female,3,11-25,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,6387f766e077cf5b48b2115c0f8d58fd,2016-01-01,Non-URM male,30,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,9537c94ea6d42a1085df9fe8673de991,2017-01-01,Non-URM male,1,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,aca3ab2fbde71d3736aeaba7c6da6faa,2017-01-01,Non-URM male,5,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,8edc70f5ba29ec57f883ae52857257d6,2018-08-01,Non-URM male,2,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,ed688fc0f962073c1e68557e94853f54,2016-08-01,Non-URM female,6,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,ff9644e6c6330c0b65b6984a9ed423b8,2017-01-01,Non-URM male,22,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,fd08688a1f29f305a96e2451d4afdf39,2014-08-01,Non-URM male,12,11-25,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,43cf26b1e2747066e7071648e735a774,2014-08-01,Non-URM male,4,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,f21a75115132b1837c767fcd5aba4554,2016-01-01,Non-URM male,3,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,93ce4a6b31b29fafa801c3d737cd512a,2016-01-01,Non-URM female,1,1-10,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,256c4456ebd1fc9ba2333849e85fd481,2015-01-01,Non-URM male,9,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,d5a0e2b5c2cd4061619114d4948d86b6,2019-01-01,Non-URM female,4,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,23406f76af1e9b5ac63c36cc4fabb8ea,2016-08-01,Non-URM female,12,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,c87bc1691bace3e6f486432b25760019,2016-01-01,Non-URM male,22,1-10,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,4828bf4702ae51d916162d2c972ae709,2017-01-01,Non-URM male,9,51-100,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,60c2bcf514011f90b6685ea3a29416d7,2017-01-01,Non-URM male,4,11-25,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,4c250e622edd23a4b3218ed2c6788791,2016-08-01,Non-URM male,9,101-289,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,3f90d0b677769f58cdc95a2095bd01f8,2018-01-01,Non-URM female,5,Unranked,Unranked,0,Northeast
1e5d74da4bdb45b0d77b9749a9ae11c8,f9c396597390e2f4301b3b8e7a0b83f9,2014-08-01,Non-URM male,,101-289,Unranked,0,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,b8bfa0894886f7814c4cf6f4bf18f1b5,2019-08-01,Non-URM male,4,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,99a1b55112550007e5938d5e6ed762cd,2019-08-01,Non-URM female,14,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,1598e66e3d86a492c38362aeb0e634ed,2019-08-01,Non-URM female,20,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,7083c027e45673bad8d85899af636ff0,2019-08-01,Non-URM male,26,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,6a719027f4cbdd6e1d0b7cabde12a424,2019-08-01,Non-URM female,8,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,8e5dc9f789d9dbaa13533026888a3a7e,2019-08-01,Non-URM female,7,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,f30a8e5b370758efa7398ff92780ffa5,2019-08-01,Non-URM female,13,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,56946345adda9e4ae0e000739138f6e5,2019-08-01,Non-URM female,16,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,d75348df1481b56fdfb65d406d044419,2019-08-01,Non-URM male,4,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,d02cdffb419ddc488ffe2c454ad12605,2016-08-01,Non-URM female,20,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,fd08688a1f29f305a96e2451d4afdf39,2015-08-01,Non-URM male,13,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,404a7c280ffbba86e8395dda73c0b458,2018-08-01,Non-URM male,2,51-100,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,6af9a4db8ede728985b2753b6331d969,2018-01-01,Non-URM female,1,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,2beca82d177b8691e93c942c75e2608c,2014-08-01,Non-URM male,23,101-289,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,25cac5221ea4289fbb1f9b38e53c4fb6,2018-01-01,Non-URM male,1,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,8ba79e114843d1e3b8d4e318e10083f1,2015-08-01,Non-URM male,13,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,bb97df61b58b7d0227ee5ccec4931c39,2016-01-01,Non-URM male,32,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,3118ad6cdcea62700987cf7ad72eb3ac,2015-01-01,Non-URM female,0,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,33e2877c8990bca067cc6192fee48ce8,2018-08-01,Non-URM male,17,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,cf90a187333799cec8832f49b0b1e110,2016-01-01,Non-URM male,28,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,106c2ae3e9278879f6d654e23f1085a5,2018-08-01,Non-URM female,45,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,f3fb5c52bce2653ba13e074510a6d0c9,2017-01-01,Non-URM female,6,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,ce0cefcdbb978ff154dbc0160381e1e6,2017-01-01,URM female,2,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,df980624dd26bce099d0628126d1cb05,2018-01-01,Non-URM male,1,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,0a12edf70acae12462aea498ec4bc4c7,2017-01-01,Non-URM female,0,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,7ba9c2af798b4ed113cc38c7028833a4,2019-01-01,Non-URM female,5,101-289,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,c3debcc2d109dda7ad9f49b99f22e860,2015-08-01,Non-URM male,22,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,dc2cc4087a95a44e04768211a6436922,2015-01-01,Non-URM male,0,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,93ce4a6b31b29fafa801c3d737cd512a,2019-01-01,Non-URM female,4,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,bd9ad64865d522ca0162368fddc8d839,2015-08-01,Non-URM male,13,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,1fb5ad801ddcde28e2a97fcd0e5d7a42,2018-08-01,Non-URM male,6,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,bb2b115ba12460187b78b511eeb7636f,2015-01-01,Non-URM male,6,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,2077f3a7601a0291a5358dc0cb01f0ab,2015-08-01,Non-URM male,12,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,0f12180b25be980febee365dd1f3873d,2018-08-01,Non-URM male,5,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,9e690919c9527429e489e1cc0dd8397f,2019-01-01,Non-URM male,,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,a9295cff3ef761d76f04a0fd1cb197eb,2017-08-01,Non-URM male,4,51-100,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,c1cd1bb992c7940a4efbf924273b4fbb,2018-08-01,Non-URM male,48,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,990d868569cd6a43a9bcfebda4cd37a7,2019-01-01,Non-URM male,18,51-100,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,9c1956a5aaf2a21f02fef0d0c79e6070,2017-08-01,Non-URM female,5,51-100,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,a1cbc1b4c1b597b4f6b4b15ee81d3322,2016-01-01,Non-URM male,5,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,9eb934fbd2682e6aed493447a66e5bdf,2017-01-01,Non-URM female,2,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,b45f7c84db3c34c8a28d8f696b965359,2017-08-01,Non-URM female,2,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,4c250e622edd23a4b3218ed2c6788791,2014-08-01,Non-URM male,7,101-289,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,2ce8ecfd27e014ab7fd121f3f4322648,2017-08-01,Non-URM male,3,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,5ebca53c7cb994e723c6839e9e6d6c9f,2015-01-01,Non-URM male,2,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,d89ba5503940856c5f47df36e864e251,2017-08-01,Non-URM female,4,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,00fd88bacaf0ebcf42a8826f8ebec091,2019-01-01,Non-URM female,13,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,3b35eb12e05c6548417a460ef44dda9d,2016-08-01,Non-URM female,0,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,da3a1eae4c697e5f57e24fa9cce2e9ed,2018-01-01,Non-URM female,7,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,2d2b7e750e3dead07eeee04236861ab9,2018-01-01,Non-URM male,,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,84f8f5643034ccbcaf77853ed818fc65,2015-08-01,Non-URM male,2,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,b53cd4a0c95e205330f4cf2eecd01d45,2017-01-01,Non-URM male,12,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,5060fa6f7687fcd5372d32e90fc25181,2016-08-01,Non-URM male,10,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,9be34497334d9ae930b65c1cc041f3d6,2017-01-01,Non-URM male,0,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,70df1c5e32feb62194b532291d0ed451,2019-01-01,Non-URM male,1,101-289,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,de763c832d0ae0b074d2e5e6b38427a0,2015-08-01,Non-URM female,0,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,406f72b1dcaa461a329f7bb80c57aa83,2014-08-01,Non-URM male,47,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,3e6418f76a9da5511e109a947fa0be6d,2018-01-01,Non-URM female,3,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,391ed5f2850e4bb32f05af9504a68b33,2016-08-01,Non-URM male,16,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,c3debcc2d109dda7ad9f49b99f22e860,2015-08-01,Non-URM male,22,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,6a2c2a9157ea2a5f323625c2141933f8,2015-01-01,Non-URM male,0,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,8fb084226ac1702330a7a1b19474fba4,2018-08-01,Non-URM female,2,Unranked,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,75f8998f0792910742771caf846f9cc9,2018-01-01,Non-URM male,7,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,da2f8d9892ccbea2df1465dc1a407881,2016-01-01,Non-URM female,3,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,b3e12c9cd6d5c374a86d024df36cd15f,2019-01-01,Non-URM male,5,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,7aa7cbae071fe24ac7f5dde247abcce8,2015-01-01,Non-URM male,4,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,99a1b55112550007e5938d5e6ed762cd,2017-01-01,Non-URM female,12,11-25,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,3b35eb12e05c6548417a460ef44dda9d,2016-01-01,Non-URM female,0,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,f3da3cc920bd091f1a491898aeacabd8,2019-01-01,Non-URM male,2,1-10,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,928df35a55db9394071eb4f35ba186de,2015-01-01,Non-URM female,0,1-10,1-10,1,Northeast
c72d30f54d0dd998e51a42f60c389432,ab5c90510f483a31fa9f350b3a5c7d72,2017-08-01,Non-URM male,8,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,0993e5c2ff9e8c118d8cea66c7e486e1,2018-01-01,Non-URM male,40,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,8d8d06d556c6ab0397b3acf3985e107c,2018-01-01,Non-URM female,24,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,6a4e77955169e856b27a67e6acde154e,2014-08-01,Non-URM male,25,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,b4e817218e81e25676fbfe14239aaae6,2017-01-01,Non-URM female,15,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,550cfd1a5874ffc3ddae99e1130b5a42,2019-08-01,Non-URM male,10,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,009ead203bfc8da20cd3c7c96f0a4cc9,2018-08-01,Non-URM female,3,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,8cf9f9e05f475188c67bda7b48a7492b,2018-01-01,Non-URM male,27,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,4d890d4788493ea8a3b52cd9269f8ad3,2015-08-01,Non-URM male,23,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,3cfe70af01c24ece69d22070e6a4fd63,2019-08-01,Non-URM male,2,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,7a2cf1d8a993e51090d25947baaf2509,2017-01-01,Non-URM male,34,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,486ca1d29b22faf930a272cf9070908a,2015-01-01,Non-URM female,19,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,20d2c27d2fcbed06fb6f7fb706a95847,2019-01-01,Non-URM female,31,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,24e10289b201412fb83dc1658e3e89af,2018-08-01,Non-URM female,12,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,9017cb32932704b2e2dd5a4f4855c347,2019-08-01,Non-URM female,43,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,7feb67b286f98744f2b2f6fd73ae0ddf,2016-01-01,Non-URM female,14,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,6f6a5a2432d3d0ca8fa1e0e2fad95358,2016-01-01,Non-URM female,18,101-289,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,b7f31d80229194c5c98163440f6dda56,2018-08-01,Non-URM male,15,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,7b8d568825496b5bf2ccbdb7527b53cb,2014-08-01,Non-URM male,4,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,26d9e4d8098e2bd08b01243c89a37117,2019-08-01,Non-URM male,5,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,866560e06304cc429009c06a0b816588,2014-08-01,Non-URM male,,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,c9221c1d58844030fd49fc5c5cfd5153,2016-08-01,Non-URM female,19,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,3d3d1108509875dd981c1fd8f5937da5,2015-08-01,Non-URM female,14,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,c139c8b01c7749981d3c3f2f178f5201,2018-01-01,Non-URM male,33,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,8cb0552105194938583c130d16fecd73,2015-01-01,Non-URM male,41,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,ac5ad861e82507c4e214013e2faf3023,2018-08-01,Non-URM male,3,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,0993e5c2ff9e8c118d8cea66c7e486e1,2016-01-01,Non-URM male,38,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,14a3f78b5b17cf59696dca1dd046d5c9,2017-01-01,Non-URM male,32,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,acf61b9ef2d88d2dd9a54ed63aae1a93,2015-08-01,Non-URM male,7,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,e94c9f4637488aa69298bf12d7609257,2018-08-01,Non-URM male,16,26-50,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,c538edb38b5847eae590819af37d85cd,2016-01-01,Non-URM female,28,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,d5f786d596880daef4d0e29e451f3961,2015-01-01,Non-URM female,7,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,5e54b7435ab9ef724df076422532f8d2,2018-01-01,Non-URM male,1,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,489a833aff49c9f0ffba50f25c91c104,2017-01-01,Non-URM female,6,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,dea5013371911ba1176c672813fde8c8,2015-08-01,Non-URM male,17,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,0998c08194c1c0149674fa98fbc3dae4,2014-08-01,Non-URM male,21,51-100,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,06d7a7cfdd7a988b72cf17386a4538f9,2016-01-01,Non-URM male,32,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,6a84acaca30d56d11d913ea039590cfa,2018-01-01,Non-URM male,,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,ce0cefcdbb978ff154dbc0160381e1e6,2017-01-01,URM female,2,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,092200f2f5d20e170a2b9debb4bc4a81,2018-01-01,Non-URM male,2,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,f41580c1f17224b6a8b29be46de5a368,2019-08-01,Non-URM male,40,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,b73ee2a84a57ec326c29cc2c00e1ce98,2017-01-01,Non-URM male,11,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,a2bc650959379a4f4eb8010fc506da8f,2015-08-01,Non-URM male,46,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,208e8fb48cfdf10f9d7fb242ca2e5ec9,2019-08-01,Non-URM male,7,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,4aff3549ffbe5b292e2fcf060d6b284b,2019-01-01,Non-URM male,29,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,2c083cbecfd6cd6622883003e2b56847,2017-01-01,Non-URM male,38,Unranked,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,bfffe944740507af3c80d934bc28c7ee,2018-08-01,Non-URM male,7,1-10,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,7f13211b0e25a7fa8385ce64f4d626fd,2017-08-01,Non-URM female,5,11-25,101-289,1,Northeast
c72d30f54d0dd998e51a42f60c389432,568a17e320d85fcecfd2cca9269686f2,2015-01-01,Non-URM male,64,1-10,101-289,1,Northeast
