school,id,semester,urm_status,years_from_phd,repec_owndept,repec_semdept,phd_program,census_region
40d4eadd9932f35e09a7fdb03ff0eb98,2d10660a37e1a93735ac6d9723eed89f,2019-08-01,Non-URM female,13,1-10,26-50,1,Midwest
40d4eadd9932f35e09a7fdb03ff0eb98,327d1ef4c46b8a0c0db9f2587114a5f2,2019-08-01,Non-URM male,13,1-10,26-50,1,Midwest
40d4eadd9932f35e09a7fdb03ff0eb98,03fd5838a7a9afbc7d696e73a83f8391,2019-01-01,Non-URM male,3,1-10,26-50,1,Midwest
f069893726da365e2d347ce02bb8ccd9,82a9148c68ba86d33e718d24461e58cc,2019-08-01,Non-URM male,23,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,6df721d5b5309ad2f8f46c20347fd782,2014-08-01,Non-URM male,5,11-25,26-50,1,
f069893726da365e2d347ce02bb8ccd9,c538edb38b5847eae590819af37d85cd,2015-08-01,Non-URM female,27,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,d4a4f0c99a5481145afa4b090d6f556a,2014-08-01,Non-URM male,5,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,3e86ae1e80ba233e4ae38a5fb1e9d7bf,2015-08-01,Non-URM female,18,11-25,26-50,1,
f069893726da365e2d347ce02bb8ccd9,c69a4c3663522be09b014cdbc7f2c55d,2014-08-01,Non-URM female,6,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,0452f73a25068e68f9a201f22cfd3911,2015-01-01,Non-URM male,13,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,2053a2e2233279ca2ef66da8c890e6f9,2015-01-01,Non-URM male,34,11-25,26-50,1,
f069893726da365e2d347ce02bb8ccd9,e71b47f76428c6bd7e972e769e1cd1f8,2015-01-01,Non-URM male,34,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,56ed514e1d4ea956d37d0d94d24aa574,2019-01-01,Non-URM female,3,11-25,26-50,1,
f069893726da365e2d347ce02bb8ccd9,3e922d9e667c3089621251f52739ce28,2017-08-01,Non-URM male,,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,333cb288bef2934b66eab9544c2fdb22,2018-01-01,Non-URM male,30,11-25,26-50,1,
f069893726da365e2d347ce02bb8ccd9,075ab7e86e25f7192c98100375de4f63,2019-01-01,Non-URM female,4,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,2f11b56ac887e54cb261ad2d33873278,2019-01-01,Non-URM male,4,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,f836c86064621a985545af840eeede71,2018-01-01,Non-URM female,17,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,562cad596305104bd05dff7975f53031,2015-08-01,Non-URM female,2,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,0c983ba0c5e7d3d2d45ac6259239006e,2019-01-01,Non-URM male,20,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,17d50e5f100700cfb053eb80564d7945,2019-01-01,Non-URM male,,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,26784db325220cd58761d1eb08a59ffd,2015-08-01,Non-URM male,4,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,26e973ee4e146e0edce7ff024787bee9,2015-08-01,Non-URM female,19,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,bea295cfcf148669a9e1082b09f1cb36,2016-01-01,Non-URM male,15,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,b01571c306cf6a4c37fbef02fb318b50,2015-01-01,Non-URM female,20,11-25,26-50,1,
f069893726da365e2d347ce02bb8ccd9,a6033872ada8f8307c881a0fb65ad310,2017-08-01,Non-URM male,26,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,9bacd1b05d275406ce66301b91e94bb2,2016-08-01,Non-URM male,5,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,39891b289bec083ed5eae643f9f1979c,2015-08-01,Non-URM female,6,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,9b509e21164793a9ea6a01af28f27966,2018-01-01,Non-URM male,21,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,906cc07cbf2b2afefd4af38f933f669c,2015-01-01,Non-URM male,17,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,d518e5f4d1c9f51329b2bb2f707cf903,2015-08-01,Non-URM male,14,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,e4540c7a39e2707bba3e9ba762c40168,2017-08-01,Non-URM male,16,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,cd0c0f1495d66b99230f872f00b11232,2014-08-01,Non-URM male,5,1-10,26-50,1,
f069893726da365e2d347ce02bb8ccd9,bcb2fefbe9d527fb53e360ad99062a17,2015-08-01,Non-URM male,7,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,391ed5f2850e4bb32f05af9504a68b33,2016-01-01,Non-URM male,16,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,b80b7b0b9135439061164b06c514b5a1,2016-08-01,Non-URM female,14,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,765ff828140087134eee7e28600802b1,2018-01-01,Non-URM male,12,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,a430f124a5876ab7affdca9ffbb7811c,2015-01-01,Non-URM male,34,1-10,26-50,1,
f069893726da365e2d347ce02bb8ccd9,5b5615a4ccba92510b46afcfa46a1412,2015-08-01,Non-URM male,33,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,a29d3441e28e2461ff119d2fd4bf293d,2015-01-01,Non-URM male,8,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,f6d54caffcc2a5705bbf2e1a11ce34d4,2015-08-01,Non-URM male,9,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,ab5c90510f483a31fa9f350b3a5c7d72,2015-01-01,Non-URM male,6,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,1aee696f563c89e9487649e100a04b38,2015-08-01,Non-URM male,7,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,26288495ce40651a18aa76dd7607640b,2016-08-01,Non-URM male,40,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,13d79b3e3f2a579f1228369bf841f964,2018-01-01,Non-URM female,39,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,f1b4a48bdb05ae2e20b9dfb6d9988636,2015-01-01,Non-URM male,,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,dfd2ad29c307b2c6ed4c30e4c03eddf2,2018-08-01,Non-URM female,14,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,1aee696f563c89e9487649e100a04b38,2019-01-01,Non-URM male,11,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,2cdb8f688ddc80f8532c06bea4aa07ad,2015-01-01,Non-URM male,4,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,db4df07be05e145f2abd8433fa622aaf,2015-01-01,Non-URM male,,26-50,26-50,1,
21a3b15f421f827627e24b12218d19ec,43ca1e54574e7f6fba139d426ed7dae0,2018-08-01,Non-URM male,44,1-10,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,cb779b651b5f60720dbc16a494d2921e,2015-01-01,Non-URM male,17,11-25,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,bdde97f1c1b939d6815fba995c2e681a,2015-01-01,Non-URM female,3,51-100,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,8c75048b11605a17e58e848dc966f06d,2015-08-01,Non-URM male,0,Unranked,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,0bfcc4042048866577d493fe9019db18,2019-08-01,Non-URM male,25,51-100,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,94868cc658f4a013a061ae3f16a6142d,2016-01-01,Non-URM male,13,Unranked,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,864bac6ab1e8734eb1ea696b8b919943,2016-08-01,Non-URM male,44,26-50,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,11d1e95d17cd4d2f8f62d812cfb7ca2b,2014-08-01,URM female,11,11-25,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,aea4764ed87b95f64bd642f13f7ed01c,2015-01-01,Non-URM female,23,1-10,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,287af040dc94f4b55639f716d011406c,2017-08-01,Non-URM male,2,51-100,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,4cba5741702f0211671f129544162de7,2016-08-01,Non-URM female,13,11-25,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,d40b49c5b48b00f7b78811a6cd701f87,2014-08-01,Non-URM male,22,Unranked,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,2dc783248138d288da697ffe6acf635d,2019-08-01,Non-URM male,16,26-50,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,5b1cc9cea7414c6d8b8ed19c6f55ef33,2016-08-01,Non-URM male,33,11-25,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,cb779b651b5f60720dbc16a494d2921e,2015-01-01,Non-URM male,17,11-25,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,4cba5741702f0211671f129544162de7,2016-08-01,Non-URM female,13,11-25,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,9de02fd87de6ba3784dbc369ea498530,2016-08-01,Non-URM female,12,51-100,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,3c5eb08a1b249806a69b772a9e350764,2016-08-01,Non-URM male,16,Unranked,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,3de6b5153e50d9366fd8602e0666e011,2015-01-01,Non-URM male,1,101-289,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,942bca839b967c90f323c93c3fa60e3e,2016-08-01,Non-URM male,1,101-289,Unranked,0,West
21a3b15f421f827627e24b12218d19ec,db8fc45d041ef014681d538cc5c2b28b,2015-08-01,Non-URM male,6,Unranked,Unranked,0,West
f0be26e3cff180767d619b531c7a5aea,aea4764ed87b95f64bd642f13f7ed01c,2017-08-01,Non-URM female,25,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,68b6caa8a19df106e2fdba7c7ac4b33a,2019-01-01,URM male,17,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,0b1694429bdfbff8c9481f52aeb1835c,2014-08-01,Non-URM male,3,11-25,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,db50c1d2822dfe293816ff9ab2d8ecac,2019-01-01,Non-URM female,6,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,00b566229d6909a5aa8da4dddc52fc28,2015-01-01,Non-URM male,11,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,0be0e12ad7a5f4aff22e785c152c5751,2018-08-01,Non-URM male,26,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,3118ad6cdcea62700987cf7ad72eb3ac,2015-01-01,Non-URM female,0,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,aea4764ed87b95f64bd642f13f7ed01c,2016-08-01,Non-URM female,24,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,16ff1d975f0df71006ea515f91cbaacf,2019-08-01,Non-URM female,17,26-50,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,0733a9f471ffe34fe35f1f8361178664,2016-08-01,Non-URM female,1,1-10,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,f611326551068c4bb22d2d304083f89e,2015-01-01,Non-URM male,16,26-50,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,0999cdeeb515a6cf93dfb52529b1015e,2018-08-01,Non-URM male,12,11-25,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,411990caeffc2f57c943725f2dffa8de,2014-08-01,Non-URM male,2,26-50,11-25,1,Northeast
f0be26e3cff180767d619b531c7a5aea,7d315b125d08a7a2bd43ef994df6be32,2019-08-01,Non-URM female,11,26-50,11-25,1,Northeast
b4d9a0753bc69aee85100f5994759c7b,7df236ae65a8e08c01e9659b245234f4,2019-08-01,Non-URM female,12,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,079bab7eae42de6a7cdd84ff3c3dc39f,2018-08-01,Non-URM male,,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,c753c3c17ce9ef82dcbfbff8fc41426f,2017-08-01,Non-URM male,3,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,de0b1ec3f1e09e8df19dd21f587811db,2018-01-01,Non-URM female,7,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,5b6b7c7cfaa23556cad9c053047cc0b9,2019-01-01,Non-URM male,7,1-10,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,4969c611b73b272a31992d8aa0718831,2019-08-01,Non-URM male,,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,49a625a90e606b78339e8af34146271c,2019-08-01,Non-URM male,,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,716d18dd291ad47cce6a16137add9e0d,2018-01-01,Non-URM male,,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,0a33bd824ebc223e958698c11be81def,2019-01-01,Non-URM male,23,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,673eb43ba4fb6d46e4002458ee3a74fb,2018-08-01,Non-URM male,,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,d996de91079fda566b9843f05fc3e811,2018-01-01,Non-URM female,,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,af769f84600909afe4e635b0a72ad8aa,2017-08-01,Non-URM male,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,919bf96dd96fedf421b23d7d49966fcb,2018-08-01,Non-URM male,,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,4997abb7cfc557f2e924edc432a5306b,2018-01-01,Non-URM male,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,613ba974d09d513df5f284dfac8a6864,2019-01-01,Non-URM male,10,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,69c8525275612d7fc0ecbd02de11ed1d,2018-08-01,Non-URM male,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,8fbc2a5be6b1ec5306a9b688da6a7484,2019-01-01,Non-URM female,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,b22cff322d595cae0066d7859deb2ccf,2018-01-01,Non-URM male,11,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,8e5d61be8e2fa5db3ee04b4ad40842a1,2017-08-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,863268e08854db6b0d956ca4e8e8296b,2017-08-01,Non-URM male,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,af57f33130898d4a45880110aaf7a9b9,2018-01-01,Non-URM male,,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,8a4ea7086aba286364251e4d4f2f8e76,2019-01-01,Non-URM male,17,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,5b02c9697649c0b48145796dbc4f21a9,2018-01-01,Non-URM female,23,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,1409a580b354ed8aa94e6602c1b896e1,2018-01-01,Non-URM male,4,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,968b993e141bee33d6b49f9105a5c3c6,2018-08-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,01426b5a08fb911f47b1b56230a22fab,2018-08-01,Non-URM male,28,11-25,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,f0e91302b973743f5662e5d01632f393,2018-08-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,b7c4972ffb5b3dc4dda424bf6d3faafd,2019-01-01,Non-URM male,7,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,e4a3a891214353176e58ae6afecc404d,2018-01-01,Non-URM male,17,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,56d55287c2c2026fcc019481e1f254bd,2018-01-01,Non-URM male,1,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,136f2e1858dba56a05645ce47be8dd47,2019-01-01,Non-URM male,10,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,c49055d27817819016019f2d471391b8,2016-08-01,Non-URM male,8,1-10,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,d329188b646b76c90628d46498bc475f,2016-08-01,Non-URM female,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,600434f5c3b92ffd7ce0506bae9453a2,2017-01-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,1c9b79f8ca515ab488bb41f4ae65a253,2014-08-01,Non-URM male,9,1-10,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,edcba3d1a57c0e7a3bb65c51a1d868c2,2014-08-01,Non-URM male,9,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,d8a56274f60a2405f1bb94c8e0e32bf9,2014-08-01,Non-URM male,8,11-25,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,1e44b535752bca396a648e5ad5f6e8e2,2019-08-01,Non-URM male,1,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,d3da0dd5537f5ff745325673e0848e50,2017-01-01,Non-URM female,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,795c5c1aeec699d9eef54abce6c2b5f2,2015-01-01,Non-URM female,,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,294fa856b7938858c4c8ef784cda84ba,2016-01-01,Non-URM male,9,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,2a7a419e1c077b56add5983647718617,2016-01-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,3e1e2df56b938d51211e0472365f24bc,2014-08-01,Non-URM male,14,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,ee2a81db1d0d31f5a185a3f03fd86f88,2018-01-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,8c45961fd2f399113420828992ea1249,2017-01-01,Non-URM male,3,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,03bcc5739aac98d347975c535b9ade5d,2016-01-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,165973faf3d8112febcace8b463f5910,2016-01-01,Non-URM male,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,1c48d26a9b112c0ea7da8684affa1443,2016-01-01,Non-URM male,5,11-25,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,7773c627c5843851729fae3d734523ee,2014-08-01,Non-URM male,4,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,8a7beafb9e7b61b67b432bf0d9dbcfd9,2015-01-01,Non-URM female,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,958eddcd6a1786515f65f76555ab9850,2017-01-01,Non-URM male,1,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,7d555c6d5952f074c7cb502af8c212e6,2017-01-01,Non-URM male,4,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,26e973ee4e146e0edce7ff024787bee9,2017-01-01,Non-URM female,19,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,7503ed064ae19fc6e7f5b4cf83b667bc,2018-08-01,Non-URM male,42,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,682b68a851a0e5045275dbfaa2769c61,2019-01-01,Non-URM male,16,1-10,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,49773ab5c47bc513178ede95d325f566,2018-01-01,Non-URM male,9,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,4bc655170e87eb5478d3d8fa9122aaf3,2016-08-01,Non-URM male,9,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,900bd10969752ed8114ecd1f95e99084,2019-08-01,Non-URM female,14,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,b8bb98dce2e7b9ac0a473c11dc258e56,2015-01-01,Non-URM female,2,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,e469ebd3108ac8556f46c81634b2c556,2016-08-01,Non-URM male,46,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,4325263f985a9a90b641498faaeb7380,2016-08-01,Non-URM male,7,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,cb2bfbb2892c4606e7a326cb99be94da,2018-01-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,89d5cc55a8c3c34f1d8b33ba519708d4,2018-01-01,Non-URM male,5,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,ce606eb633a1fcb24fc12019e67dafb4,2015-01-01,Non-URM female,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,7b01c98631003a3753bc759aea9dbce3,2019-01-01,Non-URM male,1,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,d268ce0b18c7265e9a8274358a035857,2019-01-01,Non-URM female,0,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,57ac0b9455bb4b7b628f33a70ab8e9b8,2016-08-01,Non-URM male,16,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,79b544cfba4ca391d70be2b37189b9db,2018-01-01,Non-URM male,17,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,f861f16153916efdc1199eb914a0b6dd,2016-08-01,Non-URM male,,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,8a06efdf4059aa5b01d1159fd3983564,2019-08-01,Non-URM male,,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,dc2cc4087a95a44e04768211a6436922,2019-08-01,Non-URM male,4,11-25,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,78d9c9ab836424cb441b6c2d2a77bb24,2019-08-01,Non-URM male,43,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,13fdb5491d4ad6c18c84900c54e3049f,2019-08-01,Non-URM female,,51-100,101-289,0,South
5426b82f208a746c60d83704f60031ee,6a719027f4cbdd6e1d0b7cabde12a424,2016-08-01,Non-URM female,5,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,7bf4825ea50d88679090f4ee6ad45211,2015-08-01,Non-URM male,16,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,57247f64205b062106e4a0cdc54ef4ed,2019-01-01,Non-URM female,26,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,208c7df05fe774d28f88e8ff793d0fb1,2019-08-01,Non-URM male,27,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,a16d7a9c66875c60dfbc62469b9924eb,2018-01-01,Non-URM male,7,26-50,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,b3f0373fb881014827964bb30cbc9334,2017-08-01,Non-URM male,24,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,6f6a5a2432d3d0ca8fa1e0e2fad95358,2016-08-01,Non-URM female,18,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,a62e19769dcd449c6cffb587c24b26f7,2015-08-01,Non-URM female,1,Unranked,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,e0546f470cd64ba36693f29ed5455f4c,2016-01-01,URM female,5,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,8ec0c1e6ce900ed224cb6ef000911b37,2014-08-01,Non-URM male,8,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,1437b1cc26ce18b53c37fdfb638d97f7,2018-01-01,Non-URM female,12,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,84953b991f130619929646ecf74fa3ca,2018-08-01,Non-URM male,11,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,9fa31cc0960749b77682c62f8488d518,2016-08-01,Non-URM female,17,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,d6d36f9a341ba96bdd891d202f4e9edb,2018-01-01,Non-URM male,15,Unranked,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,80b3141e45837d4a517f0ba67ef50011,2015-08-01,Non-URM male,3,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,fa88d010a64712d2f77faa21c0a42bf2,2015-08-01,Non-URM female,9,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,0f06202ecb0fb0a47b0ae09b428989ac,2019-01-01,Non-URM male,4,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,46bf9dfc99662b825fc40d0355919e59,2019-01-01,Non-URM male,1,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,4f92db0f5023b262284431d0a46619f1,2017-01-01,Non-URM male,8,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,20d224b47b6c36e0b5bc31aef52fa25c,2015-01-01,Non-URM male,1,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,c4bc3e2890cfeaec34fa98548e1a7a93,2016-01-01,Non-URM female,15,26-50,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,fffee3c7f0947c5e27b2df018b02907a,2015-01-01,Non-URM female,6,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,1437b1cc26ce18b53c37fdfb638d97f7,2018-08-01,Non-URM female,12,101-289,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,ebf5601a35d60c39b7ccbc1c152e1510,2019-08-01,Non-URM male,10,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,8702ad0fed429c3343adc551b237bb7a,2018-08-01,Non-URM male,15,Unranked,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,9fdc69dbc3006eacdb709f7d35d1bde0,2018-08-01,Non-URM male,1,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,5aaf848a69458f3b3f3654b76eb7b61d,2016-08-01,Non-URM male,35,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,c8443b25fe4e03081b656698b1eb5b9b,2018-01-01,Non-URM female,17,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,056377d0dbd69632f059e5c8593bded1,2017-08-01,Non-URM female,13,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,92f2efded435e876e71de73036f03b3e,2015-01-01,Non-URM female,2,26-50,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,a62e19769dcd449c6cffb587c24b26f7,2019-01-01,Non-URM female,5,Unranked,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,1598e66e3d86a492c38362aeb0e634ed,2016-08-01,Non-URM female,17,1-10,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,7feb67b286f98744f2b2f6fd73ae0ddf,2017-08-01,Non-URM female,15,11-25,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,bce7f01ac9ccd1dba5daa5e00fb963c1,2015-01-01,Non-URM female,15,26-50,Unranked,1,Northeast
5426b82f208a746c60d83704f60031ee,f836c86064621a985545af840eeede71,2019-08-01,Non-URM female,18,101-289,Unranked,1,Northeast
5fbd3e917be0ca399028b91fdc0071f7,b11f53d77b38fc2089c5d47d7f3d790c,2018-01-01,Non-URM male,17,51-100,51-100,1,Midwest
